Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,44,1,9085,1,39,140.0,1,1,1,5,9,140.0,1,0,0,1,1,0,20,0,0,6,10,5,13.0,0,0,6,9,3,12.666666666666666,0,15.5,2.8,-4.06,2
1,17,2,9147,1,1,158.0,1,1,1,4,4,155.1,1,0,0,1,0,1,19,0,0,5,5,5,12.0,0,0,5,5,5,14.8,0,12.7,3.7,-1.7,1
1,1,1,9500,1,1,126.0,1,19,37,9,8,118.7,0,0,0,1,1,0,19,0,0,7,8,0,0.0,0,0,7,9,0,0.0,0,13.9,-0.3,0.79,2
2,7,1,9991,0,3,130.0,1,3,1,1,5,130.0,0,0,0,1,0,0,34,0,0,5,5,5,14.8,0,0,5,6,5,14.6,0,13.9,-0.3,0.79,1
1,39,1,171,1,1,140.0,1,37,37,9,6,138.3,1,0,0,1,0,0,24,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
1,1,1,171,1,1,131.0,1,19,37,5,5,132.8,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
1,17,3,9773,1,1,138.0,1,19,1,7,3,134.2,1,0,0,1,0,1,18,0,0,6,6,6,15.833333333333334,0,0,6,7,6,14.571428571428571,0,11.1,0.6,2.02,2
1,5,1,9085,1,1,130.0,1,19,38,4,7,123.5,1,0,0,1,1,0,19,0,0,5,12,2,12.5,2,0,5,11,5,11.6,1,9.4,-0.8,-3.12,1
1,1,1,9070,1,1,132.0,1,19,19,9,9,128.2,1,0,0,1,0,0,20,0,0,6,6,6,13.166666666666666,0,0,6,7,5,13.4,0,11.1,0.6,2.02,1
1,39,1,8014,0,1,133.1,1,19,19,5,7,128.2,0,0,0,1,1,0,26,0,2,6,7,3,12.333333333333334,0,1,7,7,1,10.0,0,12.4,0.5,1.79,2
1,1,2,9773,1,1,127.0,1,19,19,9,4,123.8,0,0,0,1,0,0,18,0,0,6,9,6,13.571428571428571,0,0,6,7,6,12.666666666666666,0,15.5,2.8,-4.06,1
1,17,6,9500,1,1,143.0,1,19,19,9,7,129.9,1,0,0,1,0,1,18,0,0,7,9,7,12.855555555555556,0,0,8,9,8,13.7888888888888,0,15.5,2.8,-4.06,1
1,17,1,9147,1,1,130.0,1,37,19,3,9,124.9,0,0,0,1,1,0,18,0,0,5,7,5,11.6,0,0,5,8,5,12.2,0,13.9,-0.3,0.79,3
2,39,1,9119,1,1,130.0,1,37,38,9,9,130.0,0,0,0,1,0,0,34,0,0,5,10,4,12.0,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,3
1,1,5,9500,1,1,142.0,1,3,19,2,9,130.8,1,0,0,1,1,0,18,0,0,8,8,7,12.791428571428572,0,0,8,8,7,12.791428571428572,0,12.7,3.7,-1.7,1
1,44,1,9003,1,39,140.0,1,19,19,9,9,140.0,0,0,0,1,0,0,22,0,0,6,13,4,10.75,0,0,6,10,4,10.75,0,16.2,0.3,-0.92,3
1,51,1,9853,1,1,127.0,1,1,3,9,2,117.3,0,0,0,1,0,0,21,0,7,12,12,11,13.166666666666666,0,6,10,12,7,14.428571428571429,0,8.9,1.4,3.51,1
1,17,4,9238,1,1,121.0,1,19,19,9,7,114.9,1,0,0,1,0,0,18,0,0,6,6,6,11.333333333333334,0,0,6,8,5,11.2,0,15.5,2.8,-4.06,1
1,1,5,9119,1,1,125.0,1,1,1,9,3,119.8,1,0,0,1,1,0,18,0,0,5,10,4,12.0,0,0,5,10,2,12.0,0,12.4,0.5,1.79,3
1,1,1,9773,1,1,145.0,1,19,19,5,5,138.9,0,0,1,1,0,1,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,12.666666666666666,0,8.9,1.4,3.51,1
2,39,1,9773,1,1,120.0,1,3,3,2,2,110.0,0,0,0,1,0,0,34,0,0,6,6,6,15.833333333333334,0,0,6,6,6,15.5,0,11.1,0.6,2.02,1
1,1,1,9500,1,1,136.0,1,37,37,9,9,131.0,0,0,0,1,0,0,19,0,0,8,8,7,12.65125,0,0,8,8,7,12.65125,0,10.8,1.4,1.74,1
1,39,1,9991,0,40,130.0,1,1,1,4,4,130.0,0,0,0,1,0,0,25,0,0,5,8,4,11.5,0,0,5,6,4,12.75,0,15.5,2.8,-4.06,1
1,39,1,9003,1,1,133.1,1,37,37,9,6,107.5,0,0,0,0,0,0,35,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,2
1,1,3,9500,1,1,131.0,1,3,1,2,4,127.3,1,0,0,1,0,0,18,0,0,7,9,6,13.0,0,0,8,10,6,12.5125,0,10.8,1.4,1.74,3
1,17,1,9773,1,1,137.0,1,1,19,4,5,125.8,0,0,0,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,10,4,10.5,0,12.7,3.7,-1.7,3
1,43,1,9003,1,1,120.0,1,19,1,9,2,120.0,0,0,1,0,0,0,25,0,0,6,12,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,2
1,43,1,9070,1,1,141.0,1,1,1,9,3,130.2,0,0,0,1,1,0,22,0,5,10,12,8,12.25,0,6,11,13,10,11.5,1,16.2,0.3,-0.92,2
1,7,1,9853,1,3,140.0,1,37,37,9,5,140.0,0,0,0,0,0,0,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,2
1,15,1,9773,1,1,140.0,41,37,1,9,6,140.0,0,0,0,1,0,0,21,1,0,6,6,6,12.0,0,0,6,8,5,11.6,0,11.1,0.6,2.02,1
1,17,2,9238,1,1,126.0,1,19,19,9,8,125.7,1,0,0,1,0,1,19,0,0,6,9,6,11.333333333333334,0,0,6,9,6,12.714285714285714,0,12.4,0.5,1.79,1
2,39,1,8014,0,12,133.1,1,37,37,9,10,140.0,0,0,0,1,0,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,2
1,1,1,9085,1,1,150.0,1,19,19,9,9,137.8,1,0,0,1,0,0,18,0,0,5,10,4,12.6,0,0,5,9,4,13.0,0,10.8,1.4,1.74,1
1,39,1,9003,1,19,133.1,1,37,37,9,9,130.0,0,0,1,0,0,0,48,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,2
1,1,4,9070,1,1,132.0,1,38,38,9,9,120.4,1,0,0,1,0,1,20,0,0,6,7,5,13.8,0,0,6,6,6,12.333333333333334,0,9.4,-0.8,-3.12,1
1,17,2,9085,1,1,127.0,1,37,38,9,7,130.2,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,2
1,1,1,9119,1,1,126.0,1,37,19,9,5,120.4,0,0,0,1,0,0,18,0,0,5,13,5,13.333333333333334,0,0,5,8,3,10.0,2,7.6,2.6,0.32,3
1,17,1,9147,1,1,127.0,1,1,1,3,10,115.8,1,0,0,1,1,0,20,0,0,5,10,2,10.5,0,0,5,5,0,0.0,0,11.1,0.6,2.02,2
1,17,6,9500,1,1,141.0,1,1,1,9,9,128.0,1,0,0,1,0,0,19,0,0,7,8,7,13.198571428571428,0,0,8,8,8,14.9625,0,11.1,0.6,2.02,1
1,17,1,9147,1,1,122.0,1,1,19,4,4,118.2,0,0,0,1,1,0,20,0,0,5,9,4,12.0,0,0,5,9,3,11.666666666666666,0,12.7,3.7,-1.7,3
1,17,1,9119,1,1,131.0,1,37,37,5,7,118.1,1,0,0,1,1,0,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,2
1,39,1,9773,1,19,133.1,1,3,1,1,4,120.0,0,0,0,0,1,0,25,0,0,5,8,1,14.0,0,0,5,5,0,0.0,0,10.8,1.4,1.74,2
1,39,1,9085,1,19,133.1,1,19,19,4,10,100.0,1,0,0,1,1,0,24,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,2
1,39,1,9500,1,1,130.0,1,19,1,4,4,129.0,0,0,0,1,0,0,25,0,0,8,14,0,0.0,1,0,8,14,0,0.0,1,9.4,-0.8,-3.12,2
1,17,1,9130,1,1,121.0,1,3,3,2,2,112.2,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,3
1,1,1,9238,1,1,136.0,1,1,1,9,9,123.4,1,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,1
1,1,1,9773,1,1,140.0,1,1,1,4,9,140.7,0,0,0,1,1,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.833333333333334,0,12.7,3.7,-1.7,1
1,39,1,9003,1,1,150.0,1,1,1,9,6,100.0,0,0,0,1,1,0,28,0,1,7,10,1,10.0,0,1,6,9,1,13.0,0,13.9,-0.3,0.79,3
1,39,1,8014,0,9,133.1,1,34,34,90,90,120.0,0,0,0,1,0,0,28,0,0,5,11,1,12.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,2
1,17,3,9853,1,1,134.0,1,38,19,9,7,120.5,1,0,0,1,0,0,18,0,0,6,12,3,10.666666666666666,0,0,6,11,4,12.0,0,10.8,1.4,1.74,3
1,1,1,9238,1,1,158.0,1,19,38,9,8,153.5,1,0,0,1,0,1,19,0,0,6,7,6,13.142857142857142,0,0,6,6,6,14.166666666666666,0,16.2,0.3,-0.92,1
1,1,6,9500,1,1,131.0,1,19,1,9,4,137.8,1,0,0,1,0,1,18,0,0,7,8,7,13.044444444444444,0,0,8,8,8,13.595,0,15.5,2.8,-4.06,1
1,17,1,9085,1,1,123.0,1,37,38,9,8,113.6,1,0,1,0,0,0,21,0,0,5,13,3,11.333333333333334,2,0,5,11,2,10.5,0,9.4,-0.8,-3.12,2
1,1,3,9147,1,1,148.0,1,1,38,4,7,143.3,0,0,0,1,0,0,18,0,0,5,7,5,12.2,0,0,5,9,4,11.8,0,13.9,-0.3,0.79,3
2,39,1,8014,0,1,133.1,1,37,37,0,0,110.0,1,0,0,1,0,0,47,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,2
1,1,6,9238,1,1,127.0,1,19,1,9,9,131.4,1,0,0,1,0,1,18,0,0,6,7,6,13.571428571428571,0,0,6,7,6,12.666666666666666,0,12.4,0.5,1.79,1
1,1,1,9500,1,1,138.0,1,1,1,3,4,131.0,1,0,0,1,0,0,18,0,0,8,8,7,14.115714285714288,0,0,8,8,7,14.115714285714288,0,10.8,1.4,1.74,1
1,43,1,9670,1,12,133.1,1,37,37,9,9,130.0,0,0,0,1,1,0,41,0,2,7,13,8,14.666666666666666,0,0,6,7,6,13.5,0,9.4,-0.8,-3.12,1
1,17,1,9773,1,1,135.0,1,1,19,7,7,128.9,1,0,0,1,0,1,19,0,0,6,7,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,1
1,1,1,9556,1,1,138.0,1,1,38,9,5,127.5,0,0,0,1,0,0,19,0,0,7,7,7,13.642857142857142,0,0,8,8,8,14.23125,0,8.9,1.4,3.51,1
1,17,1,9853,1,1,124.0,1,19,19,9,7,117.5,1,0,0,1,0,0,18,0,0,6,8,5,11.666666666666666,0,0,6,8,5,11.6,0,12.7,3.7,-1.7,3
2,39,1,9991,0,9,133.1,1,34,34,0,0,118.4,0,0,0,1,1,0,39,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,2
1,17,1,9238,1,1,135.0,1,1,19,4,6,129.7,0,0,0,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,1
1,1,1,9773,1,1,133.0,1,1,38,4,9,125.8,1,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,13.0,0,15.5,2.8,-4.06,1
1,39,2,9147,1,1,133.1,1,37,19,7,7,101.0,0,0,0,1,0,0,39,0,0,5,5,1,10.0,0,0,5,0,1,11.0,0,15.5,2.8,-4.06,2
1,1,2,9556,1,1,122.0,1,19,38,9,9,112.9,1,0,0,1,0,1,18,0,0,7,9,7,11.857142857142858,0,0,8,8,8,11.4,0,16.2,0.3,-0.92,1
1,1,1,9238,1,1,125.0,1,37,37,9,9,116.3,1,0,0,1,0,1,21,0,0,7,9,5,13.342857142857143,0,0,8,9,7,12.5,0,12.4,0.5,1.79,1
1,51,1,9238,1,39,140.0,1,3,3,5,10,129.1,1,0,0,1,0,1,20,0,6,11,14,11,12.818181818181818,0,5,11,14,11,13.545454545454543,0,12.4,0.5,1.79,1
1,17,1,9853,1,1,146.0,1,1,38,9,9,128.2,1,1,0,1,0,0,19,0,0,6,9,5,12.333333333333334,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,3
1,39,1,9085,1,1,133.1,1,34,34,99,99,130.0,1,0,0,1,0,0,26,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,2
1,1,5,9500,1,1,141.0,1,19,1,4,4,128.8,1,0,0,1,0,0,19,0,0,8,14,3,11.833333333333334,1,0,8,15,5,12.8,1,12.7,3.7,-1.7,1
1,1,3,9773,1,1,149.0,1,1,38,5,5,132.5,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.166666666666666,0,9.4,-0.8,-3.12,1
1,17,1,9119,1,1,133.1,1,37,37,9,9,115.0,1,0,0,1,0,0,18,0,0,5,8,1,10.0,0,0,5,11,1,10.0,0,7.6,2.6,0.32,3
1,43,1,9991,0,1,133.1,1,37,37,7,9,123.0,0,0,0,1,1,0,33,0,0,5,9,1,10.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,2
1,39,1,9670,1,19,133.1,1,37,19,5,5,97.0,0,0,0,1,1,0,36,0,0,6,8,6,13.833333333333334,0,0,6,11,5,12.2,0,16.2,0.3,-0.92,1
1,17,1,9085,1,1,135.0,1,1,38,4,9,129.0,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,2
1,1,1,9238,1,1,128.0,1,19,19,5,7,116.5,1,0,0,1,0,1,19,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,1
1,1,1,9500,1,1,151.0,1,1,19,4,9,129.0,0,0,0,1,0,1,18,0,0,8,9,7,14.514285714285714,0,0,8,9,7,14.514285714285714,0,12.7,3.7,-1.7,1
1,1,2,9070,1,1,138.0,1,19,19,7,9,134.4,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,8,5,12.8,0,10.8,1.4,1.74,1
1,17,4,9500,1,1,133.0,1,38,37,5,9,126.4,1,0,0,1,0,0,18,0,0,7,8,7,13.462857142857144,0,0,8,9,8,13.90625,0,11.1,0.6,2.02,1
2,39,1,8014,0,19,133.1,1,37,38,5,5,143.0,0,0,0,1,0,0,41,0,3,8,12,3,15.0,0,2,7,7,7,12.857142857142858,0,9.4,-0.8,-3.12,1
1,17,4,9070,1,1,133.0,1,1,1,9,9,119.7,1,0,0,1,0,1,19,0,0,6,6,6,13.166666666666666,0,0,6,7,6,12.142857142857142,0,15.5,2.8,-4.06,1
1,39,1,9500,1,1,122.0,1,1,1,191,163,135.4,1,0,1,1,1,0,20,0,0,7,7,7,12.401428571428571,0,0,8,8,7,11.808333333333332,0,11.1,0.6,2.02,3
1,1,2,9119,1,1,122.0,1,1,38,3,4,112.6,0,0,0,1,1,0,18,0,0,5,7,2,10.0,0,0,5,9,0,0.0,0,12.4,0.5,1.79,3
1,1,5,9500,1,1,142.0,1,38,37,9,9,128.8,1,0,0,1,0,0,18,0,0,7,7,6,14.233333333333334,0,0,7,7,6,14.233333333333334,0,7.6,2.6,0.32,1
1,39,1,9085,1,1,133.1,1,1,1,9,4,128.2,0,0,0,1,0,0,31,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,2
1,17,2,9238,1,1,121.0,1,1,1,4,9,111.0,1,0,0,1,0,1,19,0,0,6,9,5,11.0,0,0,6,10,3,11.333333333333334,0,15.5,2.8,-4.06,1
1,39,1,9003,1,19,133.1,1,37,37,9,5,120.0,0,0,1,1,1,0,25,0,0,6,8,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,2
1,17,1,9254,1,1,127.0,1,1,1,4,7,126.3,0,0,0,1,1,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,2
1,1,1,171,1,1,127.0,1,1,19,5,10,141.8,0,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,3
1,1,2,9254,1,1,122.0,1,38,38,9,8,116.1,1,0,0,1,0,1,20,0,0,6,7,6,12.333333333333334,0,0,6,10,5,12.2,0,8.9,1.4,3.51,1
1,1,5,171,1,1,139.0,1,19,37,7,7,125.2,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,2
1,17,2,9500,1,1,131.0,1,38,1,5,7,118.4,1,0,0,1,0,0,20,0,0,7,9,6,13.766666666666666,0,0,8,9,8,13.744444444444444,0,13.9,-0.3,0.79,3
1,1,1,9853,1,1,136.0,1,19,37,9,8,126.8,0,0,0,1,0,0,20,0,0,6,9,5,12.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,3
2,39,1,8014,0,1,120.0,1,37,37,7,7,108.3,0,0,0,1,0,0,37,0,0,6,9,4,12.0,0,0,6,11,1,11.0,0,7.6,2.6,0.32,2
1,18,1,171,1,1,143.0,1,1,2,4,3,117.7,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,2
1,17,1,9085,1,1,120.0,1,1,19,9,10,113.9,1,0,0,1,1,0,18,0,0,5,10,3,12.666666666666666,1,0,5,8,4,11.25,0,12.7,3.7,-1.7,3
1,1,3,9670,1,1,140.0,1,19,19,7,7,135.3,1,0,0,1,0,0,20,0,0,6,6,6,12.666666666666666,0,0,6,8,6,13.77777777777778,0,10.8,1.4,1.74,1
1,1,1,9085,1,1,128.0,1,37,37,90,90,121.0,0,0,0,1,0,0,20,0,0,5,8,5,11.2,2,0,5,7,5,12.0,0,7.6,2.6,0.32,1
1,1,1,9238,1,1,135.0,1,1,19,9,9,138.3,1,0,0,1,0,1,20,0,0,6,6,6,14.0,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,1
1,1,3,9773,1,1,147.0,41,1,1,9,7,136.7,1,0,0,1,0,0,20,1,0,6,6,6,12.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,1
1,1,1,9238,1,1,123.0,1,1,37,4,7,113.3,1,0,0,1,0,0,21,0,0,6,8,5,12.6,0,0,6,8,6,12.666666666666666,0,10.8,1.4,1.74,1
1,1,1,9773,1,1,158.0,1,3,3,2,2,153.5,0,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,7,6,14.142857142857142,0,8.9,1.4,3.51,1
1,1,1,9085,1,1,138.0,1,1,19,3,3,127.3,0,0,0,1,0,0,20,0,0,5,6,5,14.166666666666666,0,0,5,5,5,12.0,0,8.9,1.4,3.51,1
1,1,3,9238,1,1,120.0,1,19,38,9,9,117.1,1,0,1,1,0,1,18,0,0,6,9,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,2
1,42,1,9773,1,1,120.0,1,37,37,9,5,115.0,1,0,0,1,0,0,23,0,0,6,10,5,11.6,0,0,6,13,3,11.333333333333334,0,15.5,2.8,-4.06,3
1,1,2,9500,1,1,135.0,1,3,1,2,5,123.0,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,2
1,1,1,9500,1,1,145.0,1,37,37,9,9,129.0,1,0,0,1,0,1,18,0,0,8,8,0,0.0,1,0,8,8,0,0.0,1,9.4,-0.8,-3.12,1
1,1,1,9670,1,1,123.0,1,1,19,4,8,123.6,1,0,0,1,0,0,18,0,0,6,10,6,12.666666666666666,0,0,6,11,5,13.2,0,11.1,0.6,2.02,3
1,1,5,171,1,1,133.0,1,3,1,2,10,133.4,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,2
1,1,2,9773,1,1,123.0,1,19,19,3,3,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,12.166666666666666,0,9.4,-0.8,-3.12,1
1,1,1,9085,1,1,133.0,1,3,1,2,4,123.2,0,0,0,1,0,0,18,0,0,6,13,5,13.142857142857142,0,0,6,16,5,12.8,0,9.4,-0.8,-3.12,1
4,39,1,9147,1,38,133.1,1,37,19,9,9,98.0,0,0,0,0,1,0,44,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,2
1,43,1,9147,1,1,140.0,1,3,1,2,4,140.0,1,0,0,1,1,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,2
1,1,4,9500,1,1,132.0,1,19,1,9,10,119.4,1,0,0,1,1,0,18,0,0,7,7,7,13.74625,0,0,8,8,8,13.74625,0,12.4,0.5,1.79,1
1,17,6,9254,1,1,129.0,1,1,1,5,5,122.0,1,0,0,1,1,0,22,0,0,6,10,5,11.8,0,0,6,9,1,10.0,0,7.6,2.6,0.32,3
1,1,1,9773,1,1,148.0,1,1,19,4,7,143.5,0,0,0,1,0,1,20,0,0,6,7,6,14.0,0,0,6,6,6,15.333333333333334,0,13.9,-0.3,0.79,1
1,1,1,171,1,1,151.0,41,1,1,6,6,151.0,1,0,0,1,0,1,23,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,3
1,17,1,9238,1,1,117.0,1,1,1,4,10,111.1,1,0,0,1,0,0,22,0,0,6,11,0,0.0,0,0,6,8,0,0.0,0,10.8,1.4,1.74,2
1,39,1,9853,1,1,130.0,1,1,1,3,7,102.5,1,0,1,0,1,0,34,0,0,6,12,2,11.0,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,2
1,17,1,9254,1,1,121.0,1,37,19,5,7,116.5,1,0,0,1,0,1,19,0,0,6,8,6,13.166666666666666,0,0,6,7,5,13.0,0,12.4,0.5,1.79,1
1,17,2,9853,1,1,132.0,1,38,38,9,7,131.3,1,0,0,1,0,0,19,0,0,6,10,4,11.5,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,3
1,1,2,8014,0,1,130.0,1,1,37,9,7,137.0,1,0,0,1,0,1,21,0,0,6,6,6,14.5,0,0,6,6,6,14.666666666666666,0,10.8,1.4,1.74,1
1,1,3,9773,1,1,121.0,1,1,1,4,5,125.9,1,0,0,1,0,0,22,0,0,6,11,4,11.25,0,0,6,13,2,12.0,0,9.4,-0.8,-3.12,3
1,1,6,9500,1,1,132.0,1,19,19,7,1,127.0,1,0,0,1,1,1,19,0,0,8,8,7,12.67,0,0,8,8,7,12.67,0,12.7,3.7,-1.7,1
1,1,3,9500,1,1,130.0,1,37,38,9,7,130.5,1,0,0,1,0,0,19,0,0,7,7,6,12.45,0,0,7,7,6,12.45,0,7.6,2.6,0.32,1
1,1,1,9500,1,1,147.0,1,19,38,7,8,137.8,0,0,0,1,1,1,18,0,0,8,8,7,14.935714285714283,0,0,8,8,7,14.935714285714283,0,10.8,1.4,1.74,1
1,17,1,9670,1,1,123.0,1,19,19,5,5,113.6,1,0,0,1,0,0,20,0,0,5,9,4,10.75,0,0,5,6,4,11.5,0,9.4,-0.8,-3.12,1
1,42,3,9500,1,1,139.0,1,37,37,9,9,100.0,1,0,0,1,0,1,18,0,0,8,8,7,13.058571428571428,0,0,8,8,7,13.058571428571428,0,10.8,1.4,1.74,1
1,44,1,9085,1,39,130.0,1,1,37,4,9,130.0,1,0,0,1,0,0,22,0,0,6,17,3,13.0,0,0,6,17,5,13.0,0,8.9,1.4,3.51,1
1,1,1,171,1,1,159.0,1,1,2,9,3,165.7,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
1,1,3,9500,1,1,139.0,1,19,37,9,9,125.3,1,0,0,1,0,1,18,0,0,8,8,7,12.385714285714286,0,0,8,8,7,12.385714285714286,0,12.7,3.7,-1.7,1
1,18,1,9119,1,1,121.0,1,3,38,2,7,113.7,0,0,0,1,1,0,20,0,0,5,8,3,10.333333333333334,0,0,5,9,3,10.333333333333334,0,12.7,3.7,-1.7,3
1,39,1,9119,1,1,120.0,1,1,3,3,2,146.5,0,0,0,1,1,0,28,0,0,5,10,5,10.6,0,0,5,11,3,12.0,0,13.9,-0.3,0.79,3
1,1,1,9147,1,1,121.0,1,3,1,1,1,114.4,0,0,0,1,1,0,18,0,0,5,12,3,11.333333333333334,0,0,5,8,2,11.0,0,11.1,0.6,2.02,3
1,39,2,9147,1,1,133.1,1,37,37,9,8,120.0,0,0,0,0,1,0,34,0,0,5,13,1,11.0,1,0,5,8,0,0.0,0,9.4,-0.8,-3.12,2
1,17,2,9147,1,1,125.0,1,19,38,9,9,118.0,1,0,0,1,1,0,20,0,0,5,7,4,12.0,0,0,5,10,4,11.4,0,12.4,0.5,1.79,3
1,1,4,9500,1,1,125.0,1,19,19,4,7,116.8,1,0,0,1,0,0,18,0,0,7,7,7,13.464285714285714,0,0,8,9,8,14.788888888888888,0,12.4,0.5,1.79,1
1,1,3,9773,1,1,125.0,1,19,19,4,4,114.9,1,0,0,1,0,1,18,0,0,6,6,6,11.666666666666666,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,1
1,17,1,9085,1,1,131.0,1,3,1,2,10,135.9,0,0,0,1,0,0,18,0,0,6,6,6,16.857142857142858,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,1
1,1,3,9238,1,1,128.0,1,38,1,5,4,116.5,1,0,1,0,0,0,18,0,0,6,8,5,12.833333333333334,0,0,6,9,5,11.8,0,8.9,1.4,3.51,1
1,43,1,9130,1,1,120.0,1,3,1,2,9,120.0,0,0,0,0,1,0,21,0,5,9,14,0,0.0,4,3,8,9,3,11.0,4,12.7,3.7,-1.7,2
1,18,1,9500,1,1,140.0,1,19,19,3,3,131.5,1,0,0,1,0,1,19,0,0,7,12,6,13.066666666666668,0,0,8,8,7,14.9125,0,13.9,-0.3,0.79,2
1,17,2,9500,1,1,125.0,1,19,19,5,5,114.5,1,0,0,1,0,0,18,0,0,7,9,7,11.983333333333334,0,0,8,12,8,12.28125,0,16.2,0.3,-0.92,1
1,1,1,9853,1,1,131.0,1,5,37,2,5,129.9,0,0,0,1,0,0,18,0,0,6,8,6,12.666666666666666,0,0,6,13,3,10.666666666666666,0,7.6,2.6,0.32,1
1,17,2,9147,1,1,122.0,1,3,1,2,7,112.6,1,0,0,1,0,0,19,0,0,5,9,3,11.666666666666666,0,0,5,9,3,11.833333333333334,0,8.9,1.4,3.51,3
1,39,1,8014,0,1,120.0,1,19,19,4,4,119.5,0,0,0,1,0,0,41,0,0,6,8,6,12.666666666666666,0,0,6,8,5,11.8,0,10.8,1.4,1.74,1
